Chapter,Section,Paragraph,Content
2,8,10,"At the same time the Imperial Edicts issuing from Peking, which required the profoundest of changes in the whole educational structure of China, were taken up for important discussion by the Christian missions at a conference specially convened in Shanghai. One of the delegates was the Reverend Lord William Gascoyne-Cecil, influential son of a prime minister of Britain and later consecrated Bishop of Exeter, who will appear again from time to time in this account. The British missions formed a China Missions Emergency Committee with Cecil as a prominent member. They saw the issue in China as one of emergency for Christianity in the East. 'The Chinese Government needs thou- sands of teachers', they said, 'and they must be first-rate teachers. Japanese instructors are pressing in. Is the teaching to be based on Christian or agnostic foundations? This is one great question for the missionary societies'.{Letter to The Times, quoted in the China Mail, 28th November 1907} The duel was between Materialism as represented by the Japanese, and the Christian Gospel as represented by the missions, and Education was to be the weapon. The reaction of the Emergency Committee to the Imperial Edicts found a ready ear in the British universities, and a joint committee was formed of prominent Oxford and Cambridge teachers to investigate the possibility of establishing a British university on Chinese soil."
3,0,0,The University Idea
3,1,1,LUGARD TOOK UP Donald's challenge at a prize-giving in St Stephen's College on the 17th January 1908 :
3,2,1,"I think that Hongkong should be the Oxford and Cambridge of the Far East ... I believe myself in the awakening of China and in the oppor- tunities for reciprocal benefits which that awakening will give to us and I believe that we must either now take those opportunities or leave them to others to take. The Warden when distributing the prizes last year alluded to the liberality of the ideas which were evident in the Peking examinations that year. That showed that China wanted a new class of men and a new class of learning ... I hope that Hongkong and this College may become the embryo University of Western learning, not merely for our own Colony but for the great and friendly Empire which is on our frontier"
3,3,1,"He was to change his mind about Oxford and Cambridge as models, and about incorporating a secondary school as part ofa university institution. The idea, however, fired the imagination of a Parsee, the merchant and broker Hormusjee Nowrojee Mody, Sir Paul Chater's partner in a number of enterprises which included the great Praya Reclamation Scheme conceived in 1887. Mody had emigrated from Bombay to Hong Kong fifty years before, his early days spent as an auctioneer of opium, then a legally respectable activity. He lived a simple, hard-working life and was hospitable and generous to his friends. He and Chater were also partners of the Canadian merchant Alfred Herbert Rennie in a new venture in Junk Bay to mill flour, and they became fast friends. Their Chinese compradore was Wei Yuk, of whom more later. The opening of Rennie's mill, at which a 'Paul Chater Cake' and scones were concocted from new-milled flour and ceremoniously eaten, had been performed on the 22nd January the previous year by Francis May while acting as Governor; unknown to the rest of the party, Mody had been caught on a band lift and hauled to the top floor, later to be discovered in a state of nervous collapse. It is tempting to conjecture that the first anniversary of this accident gave cause to Mody to contemplate human frailty, and that Lugard's vision of a University coincided with Mody's realiza- tion that he was an old man. He would be 70 years old in Igog. In return for the financial rewards Hong Kong had brought him he would bequeath to it an institu- tion of major significance: a university would form a fitting and lasting memorial. Perhaps he hoped to have the foundation stone laid in the year of his seventieth birthday. Using Rennie as intermediary and within a few days of Lugard's speech, he had made a preliminary offer of HK$ I50,000 for the erection of the first buildings and the endowment of a University. Once he had made up his mind his principal object was to get swift action: and without doubt he had in his thoughts the fruitless attempts of his friend the Hon. E. R. Belilios to bestow buildings upon the College of Medicine in the 18gos. But there were some complicating considerations."
3,3,2,"The year before his own magnificent offer, the College of Medicine had received the gift of $50,000 from another local merchant, Ng Li-hing, to erect the new anatomy laboratories and other buildings, and was awaiting the right opportunity to start an appeal for endowment. By the time Mody's offer was made, the College had already taken crucial decisions on the site and a building plan and was about to start construction work. There arose in Lugard's mind the immediate question, if the College should be incorporated in his new University? This is an appropriate point to move back in time and review briefly the College's origins and progress."
3,4,1,"The curative and preventive benefits of Western medicine were brought to China chiefly through the Christian missions and by surgeons attached to ships and trading units of the East India Company. As early as 1805 one of the Company's medical officers had pioneered vaccination in Canton; among its surgeons travelling East in the Company's ships was William Jardine, later famous in the firm that now incorporates his name."
3,4,2,"The Chinese Maritime Customs posts needed doctors, and to serve them Sir Robert Hart recruited their early medical officers mostly from Scotland, among them young Patrick Manson, appointed from Aberdeen in 1866 to look after the Customs complement in Formosa. After five years Manson moved to Amoy to work in a mission hospital, and in the course of his work there started to train his own assistants, an experience he was to build upon after moving to Hong Kong in 1883 to open a new private practice."
3,4,3,"The need for a medical school in Hong Kong had been the subject of public speeches from its first years: Dr Hobson, opening the first of the mission hospitals in 1844 had made the suggestion. But further action awaited catalysts of a different sort."
3,4,4,"At a public ceremony in the City Hall in May 1886 the acting Governor presented certificates granted by a medical board to two Hong Kong students who had fulfilled their training in the David Manson Memorial Hospital at Takao in Formosa, and the China Mail {1st June 1886} reminded its readers that the Hong Kong Government could itself have taken the initiative to offer local training in medical science proposed a decade before in connection with the Civil Hospital, and that an offer of E. R. Belilios made in 1879, to establish two medical scholarships for Chinese youths, still stood. {A little later Belilios advocated the transformation of Queen's College, the Government secondary school, into a university affiliated to an existing university in Britain. The suggestion was repeated in 1906 by Governor Nathan but in relation to St Stephen's College.} Two days after this reminder the foundation stone of the new Alice Memorial Hospital was laid on a site in Hollywood Road on the corner of Aberdeen Street. The cost of the site was met by the London Missionary Society, already engaged in dispensary work in the area, and by public subscription. The building was to be erected by Dr Ho Kai, a physician and barrister trained in Britain, as a memorial to his English wife, Alice Walkden, who had died in 1884. Belilios donated $5,000 towards the cost of the site. Dr Ho Kai was a congenial and unendingly cheerful man; in a series of mischievous quotations published in the press said to be apt to certain local worthies, Dr Ho Kai's was from Bret Harte: He smiled, as he sat by the table, A smile that was childlike and bland."
3,4,5,"He was reported to have been the first Chinese ever to sport Western dress. Manson became his firm friend and offered his professional services in an honorary capacity to the new hospital, together with a group of doctors who included Chater's nephew, G. P. Jordan, Francis Clark, and shortly also James Cantlie. Ho Kai, Jordan, and Clark were freemasons, and the masonic lodges were among its main benefactors."
3,4,6,"One of Ho Kai's principal objects was that his hospital should be used not only for the direct benefit of the poorer classes, but to advance the cause of medical science among the Chinese. At the foundation-stone laying on the srd June 1886 the hope was publicly expressed that italso marked the beginning of a medical school 'similar to the one established at Takao in Formosa', where students might be trained who in the course of time 'would carry the benefits of medical skill and knowledge into the heart of China'. The Hospital was open to patients the next February. Manson had soon found himself in need of help in his private practice and in 1885 invited Dr James Cantlie, an Aberdeen graduate like Ho Kai and himself, to join him in Hong Kong."
3,4,7,"Cantlie was attracted not only by the prospect of working in the Far East, but by the possibilities that were clearly opening in Hong Kong of training young Chinese in the practice of medicine. He was himself teaching in a medical school, enjoyed teaching, and had no wish to abandon it. It seems likely that he had delayed his final decision to accept Manson's offer until he was told of the new training expectation presented by the founders of the Alice Memorial Hospital. 'I conceived the idea of establishing a college of the kind on my way out to China', Cantlie said later, 'and from the time I landed there in June 1887 until October of that year I followed up the idea and found ready help from Dr (now Sir) Patrick Manson ...'.{Cantlie and Jones, Sun rat Sen and the awakening of China, 1912.} The voyage out was tedious, and he had the leisure to work out a scheme of organization in some detail, and perhaps even the bones of an anatomy syllabus. For shortly after he arrived he was able to call a meeting in the Hospital to put his proposal for the formation of a training college. It was no doubt his 'persuasive and fluent eloquence', which Stewart Lockhart had reason to recall during a public farewell to Cantlie in the City Hall almost ten years later,{On 5th February 1896. At the same occasion Jonathan Francis also spoke: 'You are practically the founder of the College ... and I believe it was primarily your idea that an attempt should be made to train Chinese students here in Western medicine'} 'which has been not inaptly compared to a Highland spate carrying all before it', which carried the decision to proceed so that a College might be inaugurated at a public meeting called for the afternoon of the 1st October. This gave them no more than a month in which to complete Cantlie's preliminary work, and to find accommodation and volunteer premedical instructors for the first year of a five-year curriculum. The bond which kept the three main partici- pants in the scheme at work with this intensity was undoubtedly their mutual connection with the University ofAberdeen. Manson agreed to give the inaugural speech and be first Dean, Cantlie to be first Secretary and Treasurer, and Ho Kai to be first Rector's Assessor, a Scottish term for deputy chairman. It was also decided to invite the Hon. Frederick Stewart, the Colonial Secretary, to be the College's first Rector. This cannot have been a difficult choice to make, as Stewart was himself an Aberdeen graduate. One can hardly avoid concluding that the distribution of offices was, in the terms of surgery, something of a 'carve-up', though they all brought with them a keen sense of the devoted toil required."
3,4,8,"Under 'the leadership of Dr Manson and the high-pressure stimulus of Dr Cantlie', as the local press put it, the new College of Medicine was inaugurated in a packed City Hall on the due date, and a General Council, a Court, and a Senate formed. In one ofseveral speeches at this optimistic assembly, the College's new standing counsel, Jonathan Francis, Q.c., hoped"
3,4,9,"that this medical college may blossom and blossom soon into a university in which all the faculties will be represented-in which ... I hope, although pro- bably several may not agree with me, there will be a legal faculty and instruction given in law and jurisprudence, instruction which will probably be found as necessary and useful in China as it has been found elsewhere. I know that the Dean of the College does not agree with me, for when I expressed to him this hope the other day his pious ejaculation was 'God forbid!', and the only suggestion which our Treasurer could make was that we should all be put into a junk and towed out to sea and got rid of that way."
3,5,1,"The first enrolment a few days later was large enough: twelve of the students enrolling, who included the revolutionary nucleus of the 'Four Great Outlaws', sat the first examination in 1888. From then many fell by the wayside, so that when the first five years was completed only two were left to graduate, one of them Sun Yat-sen, who had divided his time between his medical studies, discussing with his fellow students the republican philosophy that was to enshrine his ideas of reform in China, and inspiring a small band of young men in Hong Kong who would create one of his oversea bases of revolutionary support. Manson had sailed from Hong Kong in 1889 to achieve fame in London as 'the father of tropical medicine' and was succeeded in Hong Kong as second Dean by Candie. Francis Clark, trained not in Aberdeen but Durham and Cambridge, succeeded Candie as second Secretary and then in 1897 as third Dean, remaining in that office until the College's commitments had been wholly discharged, thus also becoming the first Dean of the University's Faculty of Medicine and holding the two deanships concurrently from 1912 to 1915. Among Manson's last tasks before leaving was to arrange for a more formal connection with officialdom in China, in causing the election of one of his patients, Li Hung-chang, to be the College's first Patron, then in Tientsin as Viceroy ofChihli. Viceroy Li, who remained Patron until his death in 1901, had been 'Chinese' Gordon's collaborator in the suppression of the Taipings, was close to the Throne and a friend of Britain, and had those qualities which caused Candie to refer to him as 'the Bismarck of China'. When Dr Sun Yat-sen abandoned his declining medical practice in 1894 to devote his whole energy to the cause of reform, it was to Viceroy Li he first turned, to his College Patron, to China's most influential exponent of westernization, journeying to Tientsin to deliver personally to him a letter in which he detailed his proposals for the country's reform."
3,6,1,"The College needed accommodation other than that assigned to it in the Alice Memorial Hospital, and money for its activities. The Hon. E. R. Be1ilios, who had been made a member of the College Court in 1890, the next year offered to erect buildings if the Government would provide a rent-free site, or alter- natively to give buildings in Saiyingpoon which belonged to him if the Govern- ment would give an endowment of $30,000 for a tutor. After five years of inconclusive negotiation in which the Government expressed its unwillingness to meet either condition, Belilios withdrew his offer. The Government expressed no financial interest in the College's needs until 1902, even in spite of the valuable services its students and graduates gave in the plague and small-pox epidemics of 18g8; and even when the estimates provided for the sum of $2,500 a year for the payment of honoraria to the College teachers, it was apparently on the understanding that thereafter the graduates would bind themselves to the service of the Government for three years."
3,6,2,"In the Nethersole Hospital, opened in September 1893, the College found one new source of space; in June 1904 another, when the Alice Maternity Hospital was added; and again in July 1906, with the founding by Mrs Wu Ting-fang of the Ho Miu Ling Hospital. But lacking in the whole period were proper facilities for the teaching of anatomy, for which permission had been granted in 1888 'to hold post-mortem examinations on unclaimed bodies removed from the Alice Memorial Hospital'; and there were few student amenities, and little room for the increasing needs of administration. The students were often accommodated inside the hospitals themselves. Dr Li Shu-fan recalls that when he entered the College in 1903 he shared a room with Wang Chung-yik, who later became the University's first professor of pathology, and relates that from their window they could see across the road 'an undertaker's establishment named ""Fook Sau"", meaning ""Blessing and Longevity""! Whenever an ambulance arrived at the hospital, someone from Fook Sau would quietly check on the condition of the patient. If death were impending, or if the patient died later, a representative of the funeral parlour would call on the family at once'-if there was no family, the body was available for dissection. A report to the Governor made in 1906 shows that in 1903, when Li entered the College, dumped bodies accounted for 32.7% of the mortality in Hong Kong. There was no problem about corpses for anatomical dissection."
3,6,3,"A committee formed in London by Cantlie, who had been permitted to retain the title of Dean for a further year after he had returned in 18g6, produced no response to an appeal for funds with which to build College accommodation. Finally, in Ig05 the Government reserved two sites in Taipingshan for College buildings, with the assurance that if within five years the College had raised the sum required for new buildings the sites would be granted free. Death having overtaken him in London, Belilios was no longer in the arena. Ho Kai began the round of his other friends, and the Court prepared to launch a public appeal for endowment funds. In August the Court heard that Tang Chuk-kai, dying that month, had bequeathed the sum of $ I0,000 to the College. In order to be legally competent to receive bequests it now became imperative that the College should be incorporated."
3,6,4,"Its Rector, Francis May, was acting as Governor when the bill of incorpora- tion was read in Legislative Council. Ho Kai moved the readings during one week, and announced that he would shortly be in a position to get the buildings started. His motion was seconded by Wei Yuk, who later himself became associated with the University project. The opportunity was taken to remove the words 'for the Chinese' from the title the College had borne from its inauguration, since several of the students were not Chinese. May advanced his opinion that there was perhaps no more useful institution in the Colony than the Hong Kong College of Medicine. The incorporation became effective on the 23rd May 1907."
3,6,5,"At the Court meeting held the next month Ho Kai revealed that his friend Ng Li-hing had offered to erect the two buildings at the estimated total cost of $50,000, his intention being to hand over $20,000 'in the course of the 34th year ofKwang Sui (1908-9)' and the balance over six years. Lugard had been invited to be Patron as soon as he arrived in Hong Kong and accepted. The Government was preparing the free grant of land on condition that Ng Li-hing's $20,000 was spent on buildings before the end of March 1909. Sir Paul Chater, broker and property-owner and uncle of Dr G. P. Jordan, was a member of the committee preparing to raise an endowment. Ho Kai first consulted him in the matter of the appeal, and Chater counselled delay because of the current trade depression, but promised his personal assistance when business improved. It was at this point, when a contract was about to be signed for the construction of the anatomy laboratory and museum, that Lugard's speech at St Stephen's College drew the new offer of buildings, now for a University of Hong Kong, from Chater's partner, Mody. {George Endacott, historian of Hong Kong, contributed a chapter on the University's beginnings to The First 50 rears, 1962, which I have drawn upon for some of this account}"
3,7,1,"Lugard promptly put the circumstance through Rennie to Mody. Mody's response was that if he was 'allowed to erect the C. of M. and the U. alone' whatever money was left could be used for endowment, and he foresaw no hitch. Lugard had spoken in confidence to May as Rector and the College Court agreed to co-operate, but proposed to proceed with its own building programme and suggesting that an adjoining site should be reserved for the accommodation of 'Divinity, Law, Engineering, and Science'. Mody refused to approve of the site-plan at Taipingshan, however, which Lugard also agreed was 'too shut in and on different levels', and Mody went on to ask, 'I saw in yesterday's paper {China Mail, 18th February 1908, first editorial. This gave the Editor, Donald, another open- ing for a salvo in his crusade-the Mody gift had not yet, of course, been made public} that the Germans are thinking of teaching their language in a University in Kiouchou, why cannot we get ahead of them that the Germans are thinking of teaching their language in a University in Kiouchou, why cannot we get ahead of them'."
3,7,2,"A proposal to establish a University at Kiouchou brought before the Reichstag on the 18th February was turned down, since there was no prospect of its paying immediate dividends, much the same objection as that voiced in 1905 by Dr Bateson-Wright. But Mody's desire for swift action was dictated not so much by competition of this sort, as by a feeling that his own life was running out of time: he was unwell as well as ageing, anxious to proceed with the greatest possible haste, and wondering if perhaps he should seek about for some other investment for his cash. Within the week an alternative site at the junction of Bonham and Pokfulam Roads was proposed by Lugard and approved by Mody: the site where the Main Building now stands."
3,7,3,"On the 3rd March at a general meeting of the College held in the Alice Memorial Hospital, with Ho Kai present and the officers and staff and students, no doubt among them Li Shu-fan and C. Y. Wang, the decision was finally taken to amalgamate the College with the University on the site now proposed. Mody then said that if the land were handed over to him within the month he would see to it that the buildings were erected within the following twenty, which would bring him to his seventieth year. The College suspended the construction of the anatomical laboratories due to start the following week, giving Lugard and Mody one week in which to concur in certain conditions, one of which was that an adequate endowment should be raised before the University building started."
3,7,4,"Lugard then took time to consider his own position as intermediary in the negotiations between the College and Rennie acting on Mody's instructions, and came to the conclusion that in a situation in which swift agreements were needed it was 'unsatisfactory, dilatory, and unbusinesslike', and called a meeting on the 13th March at which all interested sides were represented, Rennie still acting on behalf of Mody and Ho Kai for his friend Ng Li-hing. The site and a general scheme for buildings were settled, in which the anatomical laboratories were to be built at the west end with Ng's donation, and Faculties of Law and Engineer- ing and the premedical sciences were to be accommodated in Mody's building; the College would become a Faculty of Medicine in the new University; and all appeals for endowment would be diverted for the purposes of the University, except that the residue of Ng's donation and Tang's bequest were to be set aside for the College's use until it had fulfilled all its obligations. Lugard undertook to appoint and preside over a new general Committee charged with the organizing of a University, and called its first meeting five days later."
3,7,5,"There are, about this Committee and its work, three faint oddities. One is that it was destined to be constantly confronted with the month of March as a kind of annual chapter-heading. Conceived and fi""rst convened itself in March (1908), it gave birth to an endowment-fund-raising sub-committee which became effective in March (1909), and to a Committee of Management which achieved the laying of the first foundation stone in March (1910), the drafts of an Ordin- ance which became law in March (1911), and plans for a first building which was opened in March (1912). An interesting topic for investigation, perhaps, this bunching effect before the torrid months of long, hot summers; though it may have been caused simply by the tidy workings of the balance-sheet mind and its constant year-end habits. Another oddity is that its members included three nascent Chancellors, being Lugard himself, and May and Clementi."
3,7,6,The third is the shadowy sense of deja vu which the reading of the list of its members kindles in the mind of a present-day resident of Hong Kong. It is so strangely like a set of extracts taken at random from a modern local topographical gazetteer.
3,7,7,"Mody has left his name, of course, on Mody Road in the midst ofKowloon's trading centre. Of the other four whose energies were in greatest demand in the enterprise the names are permanent accompaniments of daily life. There is the Sunday paradise for walkers with long sight-Lugard Road running round the Peak on perilous piles, at every yard a breath-taking view. One of the world's major airports is Kaitak, set on the Kaitak reclamation of Kowloon Bay, a fusion of the given names of Ho Kai and his partner in the reclamation project, Au Tak. In the island's mid-levels, May Road carries the quieter dwelling development. The broad, busy route from the centre of the City of Victoria which marks the inland boundary of the Praya Reclamation Scheme is Chater Road."
3,7,8,"With the goings and comings endemic to Hong Kong, the members of the Committee changed a little during its sessions. The full list comprises twenty-five names, of which there is no need here to take great account, except that among them there were only nine, including that ofWei Yuk, that are not now remem- bered in some topographical corner or another. We know Chatham Road and Path, we can visit Chatham Court. A township which has taken shape along Junk Bay has arisen as Rennie's Mill: Rennie himself, in the midst of the Lugard-Mody negotiations, died tragically at his own hand by drowning in Junk Bay when his flour mill there failed. There are Pollock's Corner and Cecil's Walk and Lady Clementi's Ride, which perhaps reflect some sort of habitual arrangement of the time. There are Stewart and Thomson Roads, and Catchik, Gresson, Irving, and Keswick Streets. There are both Clementi Road and Sir Cecil Clementi Road, and of course Clementi Middle School (but not in between). There are the Alice Ho Miu Ling Nethersole Hospital, Kaitak Road, Kaitak Amusement Park, and Brewin Path."
3,7,9,"The first sub-committee appointed by this General Committee to report on the project pronounced it impracticable. Mody's gift was inadequate for the initial buildings required; the minimum running cost, including teachers for medicine and engineering, would be over ?6,000 a year."
3,7,10,"Mody then offered $30,000 to the endowment in addition to his gift of the buildings, provided that Ng Li-hing would match it; later approving that the sum could be added to the sum required for the building itself. Lugard attempted a compromise solution, the Committee accepting it, that the buildings should be put up and the College of Medicine and the Technical Institute accommodated in them while an endowment was being sought. The Technical Institute, with which the local branch of the Royal Sanitary Institute was incorporated, was an evening institute with a staff of part-time teachers and an income accruing from the Li Shing Trust, fees, and a deficit balance from the Government. May demurred, repeating the College's early view that buildings should not be constructed before an adequate endowment was raised, lest once a building was erected and the College and Institute installed in it, the whole project might simply die. But the General Committee had a long-term eye on the major object, which was to afford 'a higher education, more especially in subjects of practical utility such as Applied Science, Medicine, etc., on the lines of such universities as Leeds and Birmingham', and to confer degrees 'of a standard not inferior to those conferred by such universities', and persuaded the College to concur that the scheme should nevertheless go ahead. Then Mody himself demurred, and with some impatience. What he wanted to see established and working in his lifetime was a University, not a home for a College and an Institute. Pressing for a public endowment drive 'not only at home but throughout the Chinese Empire' he extended his offer so that building might start by mid-1909, and increased it to whatever sum might be needed to provide a building as designed by Alfred Bryer his architect. Later still, he undertook to layout the grounds and build not only the Main Building but houses for the Principal and Professors and a Gate Lodge, on new designs estimated to cost $285,000, in effect almost doubling his original offer."
3,8,1,"InJanuary Igog Lugard prepared for use as an appeal document a memo- randum in which he set out the considerations which had developed in discussion of the project and the sort of University he expected it to be, and had it translated also into Chinese. In it he said he would appoint a Committee of Management to stay in session until a University was in being. This Committee comprised twelve members with himself in the chair, being the Anglican Bishop and the five senior Government administrative officers ex officio, among whom were May, still Rector of the College, Sir Paul Chater, Mody, Ho Kai, Wei Yuk, Lau Chu-pak, {Mr Lau was prominent among Hong Kong citizens taking a personal interest in the founding of the University, and was a founder-member of its Court and Council. His descendents have directed the Hong Kong and Yaumati Ferry Company founded by his son Tak-po}  and Cecil Clementi. Ho Kai and Wei Yuk together listed about a hundred members for a fund-raising sub-committee, and they were called together to hear an account of the scheme delivered by Lugard. Over the following months Lugard agreed to additions to the membership. With Ho Kai in the chair and Ts'o Seen-wan as principal secretary the sub-committee held weekly Sunday meetings in the Tung Wah Hospital, and formed groups among friends in Chinese cities and Chinese communities overseas, most prominent among the discussants being Ho Fook, who took an intense interest in the project. Lugard himself undertook to enlist the aid variously of Sir John Jordan, the ambassador in Peking, in seeking a contribution from the Imperial Government, the Shanghai Municipal Council whose Chairman was then David Landale, the Viceroy of the Two K wang Provinces in Canton, the Viceroy of India, a large number of Governors and other officials in Britain and South Asia and elsewhere, and the British firms."
3,8,2,"He asked J. H. Scott of John Swire and Sons in London, at the time President of the China Association, to form a home committee to solicit funds; but Scott preferred his own methods and within a fortnight of receiving Lugard's memorandum had contrived to collect promises from his own and associated companies amounting to the princely sum of ?40,000. 'The initiative of Mr J. H. Scott', wrote Lugard, 'entitles him to be considered as joint founder of the University with Mr Mody'. Swire ships had recently been the object of an almost ruinous boycott inspired by a 'self-government association' at Canton in retalia- tion for an incident in which their ticket-collector was said to have kicked to death an elderly Chinese passenger during a trip to Canton from Hong Kong. The Swire donation to the endowment fund was timely, and featured in a certificate of exculpation issued in June by Chang J en-chun, Viceroy of Canton, with an order that trading should be resumed. But to the Viceroys's embarrass- ment the boycott was not lifted until Swires had suffered some positive humilia- tion. The China Association made the University project the central feature at its annual meeting, and published a pledge of full support for the large project, in a letter which had been sent to it by the committee Cantlie formed in 1907 to collect funds for the College of Medicine."
3,8,3,"The Viceroy of Canton undertook to raise $200,000: but first expressed some misgivings on the propriety ofinc1uding in Lugard's fund-raising committee the names of certain men 'who had the reputation of being active participants in the revolutionary propaganda led by Dr Sun Yat-sen'. The men were Chan Siu-pak and Dr Kwan Sum-yin, alias Kwan King-Ieung. Of both we have heard before in this narrative in connection with the 'Four Great Outlaws' of Dr Sun's College days. Chan was one of the additional secretaries assisting Ts'o Seen-wan in the fund-raising group. Colonial Secretary May knew him well. In a minute to Lugard in the Government House files, he described him as 'an editor of a Chinese newspaper that has at times been troublesome owing to its attacks on the Provincial Government and Chinese officials generally. The man dresses in European style and is undoubtedly of the ""Reform"" Party. But he is not a revolutionary and not dangerous. He has not made himself conspicuous of late. There is a law to restrain him. Ifhe were really dangerous like Dr Sun he would have been banished long ago'. He had been one of the committee which had received the Duke of Connaught; and was often used as a translator of public documents, especially in the medical field. Asked his view, Ho Kai confessed that 'H.E.'s memo was also translated by him, as were the subscription regulations and the 2 minutes of the General Committee. He has drafted many of our letters'. Ho Kai had also been friendly with Dr Kwan for twenty years but had had no suspicion of any revolutionary tendencies. E.A. Irving, then Registrar- General, commented: 'There were one or two names on the list which might be objected to by the Viceroy on the same grounds: but as regards these, perhaps it will be better to let sleeping dogs lie'-one of the sleeping dogs being Li Yuk-tong, proprietor of the Kum Lee drugstore in Bonham Strand East, which had for some time been a local headquarters of the T'ung-meng-hui and an assembly point for local sympathizers with the revolutionaries. It was he who collected the funds sent by oversea Chinese to assist Dr Sun's efforts to overthrow the Manchu Dynasty. He was also, perhaps for his known international experience in such matters, one of the thirty members specially appointed to Ho Kai's collecting committee for the University's endowment, and later became the first finance minister under the new republic established by Dr Sun. His drugstore contributed to the endowment fund. Lugard sent for Chan Siu-pak, who 'personally assured me that for the last three years or more he has not propagated any views regarding the Government of China through the public press or by any other means, and has entirely devoted his time to farming and to assisting the Government and others in translating work'."
3,8,4,"Mollified by the reply sent to him, the Viceroy issued a manifesto to his officials to meet him and settle the manner of complying with Lugard's request for money. By June he had succeeded in raising the promised $200,000; and this encouraged Mody to extend his deadline by a further six months to the end of the year."
3,9,1,"The Reverend Lord William Cecil visited China again early in 1909, but this time for a different purpose. His visit was the culmination of an investigation into China's higher educational needs undertaken by the Oxford and Cambridge joint committee, all devout Christians and generally orientated in their investiga- tions by Lord William himself, and assisted by Sir Ernest Satow, Sir John Jordan's predecessor as ambassador at Peking. A nevv report from Shanghai set out the conclusions they had reached so far:"
3,10,1,"China's awakening to Western ideas, says Lord William Cecil, drew attention to two important features ofthe present situation: the immense and growing demand for advanced University education; and the fact that in Japanese and Chinese Universities, so-called, Western education has a strongly materialistic bias which tends to sweep away old religious beliefs, and with them all old sanctions of morality, without replacing them by any other code of ethics. In the University of Tokyo there are some 7,000 Chinese students, and 'Western' schools and universities, the efficiency of which leaves much to be desired, are being founded all over China. China's ruling class being an aristocracy of education not of birth, the future of the nation depends upon her Universities to an extent unknown elsewhere. The Committee referred to above, after careful deliberation, arrived at the conclusion that China's greatest need at the present day is a really efficient University, which would set a high standard of educational efficiency and moral tone, and at the same time might be regarded as a model for native Universities. It is suggested that this University should be organized upon similar lines to Oxford and Cambridge, and should consist of a central body of professors and a number of colleges and hostels each supported by missionary bodies of various denominations in which the students would be under some kind of moral discipline. In these hostels or colleges, religious instruction on the lines approved by the society or denomination that supported them, would be given. It is hoped that by this means many of the existing Christian colleges might be federated into the central University. It is suggested that the professors and teachers of the University should not be required to subscribe to any definite formulas of Christian belief: on the other hand they will be required to be men of strong Christian principles, and in keen sympathy with missionary ideals.... It is anticipated that ? I0,000 would give the University a fair start in the way of buildings and plant, and, allowing for unforeseen expenses, it has been estimated that the original capital outlay on the University should not exceed ?50,000, while an annual income of ?50,000 would probably suffice when once the University has started."
3,11,1,"The siting of this University was to await the outcome of Lord Cecil's visit, which embraced Hankow, Nanking, Peking, Tientsin, Shanghai, and as far as I-chang up the Yangtze River; while his purpose drew warm official sympathy and hearty approval, there was not much favour shown to any site within reason- able distance of the seat of Government."
3,11,2,"To May on the 8th January Lugard minuted, 'Lord W. Cecil I understand will be here in a month and I hope to induce him to amalgamate his project with ours'. If there was money to be had for Cecil's scheme, then there was presumably money which could be used for the Hong Kong scheme instead. But Lord William omitted Hong Kong wholly from his itinerary. He was not interested in amalgamation. For one reason, he wished to be in an area where the official northern language was spoken, and Hong Kong was Cantonese-speaking; for another, China was vast and could take more than one such scheme. Certainly his purposes were different-he was intent on Christianizing China, not educat- ing it in the 'new materialism' brought by Western technology!, and was encouraged by an experimental attempt then being made to provide an inter- denominational institution in Chengtu, where a West China Union University was being formed. 'The University of Hong Kong will be very beneficial to the colony', he admitted, 'but as a means of naturalizing the higher side of our civilization it labours under the great disadvantage of not being either in China nor under the Chinese flag, nor of speaking the prevailing language', none of which were disadvantages in Lugard's own view at all. And in Cecil's scheme, which was known as the United Universities Scheme, the language of instruction was to be Chinese; in Lugard's it was essential that it should be English."
3,11,3,"Lugard continued to try and win Cecil over, and published for private circulation a pamphlet setting out all the points in Cecil's scheme against the points in his own, with his comments on the differences and similarities. Sending a copy to Cecil on the 26th May, he stressed his own deep conviction of the need for moral discipline, and pointed out that he would be encouraging religious missions to open hostels for University students: though he did not confine this to the Christian missions. He was by then, too, able to produce an impressive array of promises of money already made: ?40,000 from the Swire Group, Mody's building fund, Ng Li-hing's transferred funds, as well as a site in the process of being granted and more money still expected."
3,11,4,"Lord William's reply was to the effect that 'a University in Hong Kong can never satisfy the national aspirations of the Chinese' because of the language of instruction; and he insisted that since 'science will sweep away the old religious beliefs of China, it is dangerous to leave no other ideal interests to take their place.{Letter to Lugard of 8th July 1909.}  Sir Robert Hart's view, though he was a strong backer of the United Universities Scheme, was that the Hong Kong scheme was more 'practically promising'. And so it was, as Cecil's lacked financial backing and came to nothing."
3,12,1,"Under official pressure the number of Chinese students in Japan was falling rapidly by this time, until by 1912 when the University was opened there were no more than 3,000 still under instruction there."
