Chapter,Section,Paragraph,Content
5,1,3,"Before going to Sheffield he had risen in the foreign service to be, ascommissioner, virtually the first governor of British East Africa at the timeLugard in the West was high commissioner for Northern Nigeria{ It is interesting to note that, at this time too, Lugard's private secretary was Henry Gollan,who while chiefjustice of Hong Kong (as Sir Henry) acted for a brief time in 1930 as the Univer-sity's Vice-Chancellor.}. He had inAfrica, it was said, revealed himself as a man of action, open mind, and broadvision. Among his close friends he had a reputation for wit. Most of all, he wasan observer of keen insights, and his wit was of a sort that took the form ofcomment when he was contemplating, in recall, what he had observed. Whenamong those he did not know he was inclined to be shy and silent. He was likedby the students, and their fondness for him lived on in future generations longafter he left, for when he returned to Hong Kong in 1924 to receive an honorarydegree, he 'was mobbed by an excited crowd of undergraduates, hustled into a motor-car, and to his infinite discomfort and embarrassment, drawn in processionthrough the streets of the city'l. One of Eliot's tales of his life in the East recountshow an eastern oculist completed a thorough examination of his eyes 'with thegrave but superfluous warning: ""You will be all right if you do not stand onyour head"" '. Indeed, all who knew him, even standing on his feet, remarkedhis lack of visual sensibilities; he observed and contemplated the meaning oftruth, but not of beauty. He was credited with designing the Vice-Chancellor'sacademic dress in its early form, later to be described by Hornell as 'amazinggarments ... on the lines of the vestments of some high Buddhist ecclesiastic'.Hornell, naturally, had them changed. It was quite unlikely that he designed theUniversity coat of arms, as Middleton Smith later wrote; for he would not havebeen capable. Nor was he a man much used to manipulating figures, regardingthe problems of accounts and estimates as something of a necessary nuisance; alack perhaps not easily acceptable in the first Vice-Chancellor of a newly-established University with a large purpose but little money. At least he was notplagued in Hong Kong, as he had been in Sheffield, by a Board of Educationavid for statistics. That Board, he once complained to Michael Sadler of Leeds,'want to know how many hours the Professors lecture. Nothing so ungentlemanlyhas been done by the Government since they actually insisted on knowing atwhat time Foreign Office clerks arrive at Whitehall'."
5,1,4,"In the preface to Hinduism and Buddhism, the monumental work on which hehad been engaged for some years, 'I cannot share', he wrote, 'the confidence inthe superiority of Europeans and their ways which is prevalent in the West',and it was in this spirit of humility that he set about his task in Hong Kong. Hisknowledge of written Chinese was already abundant; this he supplemented withdaily doses of tuition in spoken Mandarin. His summer vacations he spent inPeking and in other cities in China, also for the language, but principally seekingto establish scholarships in his new University and asking for more money for itsendowment. His reputation as a scholar, the sort of quiet tenacity with which heunhurriedly pursued his objects, and the liberality of his views, touched cords ofsympathy in the Chinese; the friends he had himself made during his visit in1907, as well as the friends of the University itself, brought him a ready hearingeverywhere. Before he left Hong Kong in 1918, it was said that there was at least one student at the University from each of China's eighteen provinces and, thoughI have found no precise evidence of this, it was substantially true. In his speechat the first degree Congregation in December 1916, the Chancellor said 'Wehave at present two hundred students and it is most gratifying to know thatamong them eight Provinces of China are represented'."
5,1,5,"The assembling of teachers and students at the standards set in the ordinancewas a task worthy of no lesser man. For the selection of teachers in the initialstages there were the universities in Britain to draw upon, the Home CommitteeLugard had set up, and machinery in Whitehall well known to Eliot himself,which could be relied upon to help in the search and in making preliminaryarrangements. But students were another matter."
5,1,6,"The terms set out in the Statutes and attached to large donations given forendowment provided the University with a basic scholarship system, though ofa strange kind. Donors of specified sums were empowered, if they wished, tonominate up to four scholars for tuition-free places, provided the scholarsnominated met the requirements. Donor scholarships reached a total of 70. Thusselection of a fairly large proportion of the entries in the early years was in thehands of the University's financial backers; the scholars selected were almost allHong Kong boys from the Anglo-Chinese schools, which had for some yearsbeen preparing pupils for the Senior Oxford Local Examinations, specified inthe Statutes as adequate for admission purposes."
5,1,7,"Statements vary of the number of students who entered classes when thefirst term opened in the autumn of 1912. The fact is that the University startedat much the same size as the first Imperial University of Peking, with 7I studentsof whom 17 were seniors from the College of Medicine, 17 were in first-yearmedicine, and 37 were in the first year of a four-year engineering curriculum.New entrants to medical classes were adn1itted to residence on the 14th Septemberand engineering on the 15th October, and seem to have been all local students."
5,1,8,"If the University was to start fulfilling its purpose, however, it would need to seek in China and elsewhere for other supports for the radials of its web of learning."
5,2,1,"The University formed the strategy for its attacks on the problem of aidingin China's educational renascence. In the peculiar position of Hong Kong as anintegral part of China's land-mass with a large population of people who movedfreely in and out, to maintain and improve the standard of the secondary schoolsof Hong Kong itself and supply the need of graduates in these schools, in theprofessions, and in the public service would be automatically a service to Chinaalso, as His Excellency Wei Han had implied at the foundation-stone layingceremony. But this was not enough."
5,2,2,"The University's object must be to place into responsible positions both inHong Kong and in Chinese institutions men (and later, women) who had completed in Hong Kong a University education in the medium of Englishexplicitly equivalent in standard to that offered in the civic universities foundedin the industrial cities of the north of England; and as a subsidiary object to dothe same for other areas in Asia where there were Chinese communities."
5,2,3,"One of the first needs, achieved in 1913, was to add Arts to the two foundingFaculties of Medicine and Engineering, which I shall treat of further on in thisaccount. The other was to get students from China into the University atacceptable standards of entry, in addition to a regular entry from Hong Kongschools."
5,2,4,"There were two different sources in China's schools. There were the studentstaught in English in the Anglo-Chinese schools, all run by the Christian missionsexcept a handful in Shanghai maintained by the Municipal Council. And therewere those taught in Chinese in the middle schools and colleges. The Anglo-Chinese schools were already aiming to enter their pupils for the Oxford orCambridge Local Examinations. The pupils of the Chinese schools were some-times presented for the district and provincial examinations, which were stilllargely traditional in content and form, but into which mathematics and thesciences were slowly being fitted."
5,2,5,"A standard level of admission was achieved by instituting a single Matricula-tion Examination, to be conducted both at Hong Kong and at oversea centres.The oversea centres opened avenues of direct contact with the Anglo-Chineseschools; and their students were saved the expense and inconvenience oftravellingto Hong Kong for an examination. The first examination held in Hong Kong wasin December 1913, and from then until the December examination ceased in192 5, in December and July each year. This new examination took the place ofthe Senior Oxford Local in Hong Kong schools from 1914. It was also to be held,but in July only, in any coastal port where not less than five candidates presentedthemselves, the first of the oversea centres being opened at Canton in 1914. Inseveral of the main cities of China the University appointed agents to act for itin a variety of capacities, including the organizing of these centres. In citieswhere there was no agent, the willing principals of schools were pressed intoservice, or a member of the staff was sent to make the arrangements. Clearly,centres for an examination conducted in English were required only where therewere Anglo-Chinese schools to serve; and it was particularly welcomed by themnot only because it was set in English, but because the syllabuses were designedto be somewhat more appropriate to the Far East than those of the Oxford orCambridge examinations. The responsibility for selection from these schools thusrested wholly with the University."
5,2,6,"For pupils from the Chinese schools in China, on the other hand, pre-Matriculation classes were needed particularly in English and in some cases inmathematics, general science, geography, and Western history. The Universitywas prepared to offer these itself as preparation for the examination, but it could do this only in Hong Kong. The Chinese central and provincial Governmentswould need to be persuaded to found scholarships, for which they would selectthe scholars themselves to come to Hong Kong and attend pre-Matriculationclasses and the subsequent examination, in a Hong Kong centre."
5,2,7,"This was a set of problems much to Eliot's taste, for it meant travelling. Hisfirst Christmas vacation he spent visiting Nanking, Shanghai, Hangchow, Foo-chow, and Amoy accompanied by his Registrar, W.]. Hinton. In a report onhis return he said he had been the rounds of the municipal schools at Shanghaiand met most of the leading Chinese there and at Nanking, and was confidentthat large numbers of students would ultimately come to the University fromShanghai, though at present there were not many who had reached the requiredstandard: even so, he expected the beginning ofa trickle in 1913. At Foochowhe had called on the Anglo-Chinese College, St Mark's School, and some othersas well as the commissioner for foreign affairs; as a result of the visit severaleducators had already been to Hong Kong to see the University for themselvesand had gone away impressed with what they saw. At Amoy they had managedto spend only a few hours over the New Year, but enough for him to be clearthat the schools he visited there, especially the Anglo-Chinese School, 'wouldprove most valuable feeders to this University'. He intended visiting Swatow andAmoy again in March; and the Registrar had received many enquiries from theStraits Settlements. His conclusion was that the University could 'look forwardto the hearty co-operation of the teachers on the Coast, and to receiving a grow-ing number of students from as far north as Shanghai and as far south asSingapore'. The negotiations produced eight government engineering scholarsfrom the province ofChihli in 1914, of whom five graduated in 1918. The Boardof Communications in Peking agreed to accord facilities for engineering studentson the Canton-Kowloon railway plant, and to send engineering students onscholarships from the north on the understanding that one in every ten would begiven a tuition-free place by the University."
5,2,8,"In summer 1915 Eliot made another trip to Hankow and Ningpo, and thenin September to Canton, where the Civil Governor announced the intention ofthe Provincial Government of Kwangtung to establish 25 scholarships worth$300 a year each, five to be back-dated from]uly 1914 for some Canton studentsalready admitted, and the remainder to take effect in December. The Presidentof the Republic then announced that he had founded five President's Scholarships'for encouraging learning', each worth $400 a year for five years, of which thefirst year was to be devoted to preparatory work. The enrolment for 1915 showsseven new Kwangtung scholars admitted; and other records state that LieutenantF. C. Millington was appointed to instruct some new scholars from KwangsiProvince for ten hours, and others were appointed to instruct new Governmentscholars from Peking for six hours a week, in the first of the pre-Matriculationarrangements for scholars untutored in English. That year, too, a special entrance examination was held for the Peking and Chihli Government scholars. The flowfrom China had begun in earnest."
5,2,9,"This student flow was not, however, matched by a corresponding cash flow,and by 1915 the University was in financial trouble. The summer after he hadarrived Eliot had sent Middleton Smith over to England to make arrangementsfor the transport of machinery promised by British firms, to buy and beg othernecessary equipment, and at the same time to see if anything might be done todivert some of the Boxer Indemnity millions into the University's purse for thepurposes of the Faculty of Engineering, supplying him with letters of personalintroduction, to the Prime Minister among others. First he made representationabout the Boxer monies to Lord Curzon, but was not received with any greatenthusiasm. It was suggested with a cold callousness, Middleton Smith recalledin some embarrassment, that he should first discuss his errand with engineeringemployers in Britain, to discover if they would be prepared to swallow the grantof several millions of pounds in order to further educational work in China.Discuss it he did, but without effect. Smith then called upon the Lord Chancellorfor support, and a case was prepared for Parliament. In the event, the reply wastransmitted through the usual Government channels that nothing would be done.But backed with encouragement from Lugard, and with a dinner party or twogiven by Lady Lugard, Smith did succeed in collecting equipment and somesmall donations before his return. The British share of the Boxer Indemnitiescontinued to be a University target until it was finally unhoarded in 1931; andthe lines of the University's pursuit of this glittering treasure are tracedbelow."
5,2,10,"Had it not been for a generous response from a benefactor then in KualaLumpur to the cry for help, the University might well have foundered at thistime. In 1915 Loke Yew offered an interest-free loan of $500,000 which was tobe repaid in full in 1936. As a condition of loan four free places were to bereserved from 1916 for scholars from the Federated Malay States and the StraitsSettlements, the start of a regular connection with the peninsula which has heldever since. For the examination that year a centre was also opened at Penang."
5,2,11,"Eliot was at Peking in the summer of 1916 and, given the occasion to talkwith the President of the Republic about the University, was struck by the detailwith which he was questioned, particularly the methods adopted in the Univer-sity to prepare young men for the public service. As a practical indication of thesincerity of his interest, the President had ordered the continuation of hispredecessor's scholarships, and sent a special message of congratulation on theoccasion of the first congregation for the conferment of degrees held the followingDecember. In the Christmas vacation of 1916-17 Eliot set out again, this timefor the Straits Settlements, Kuala Lumpur, and Java; in Kuala Lumpur takingthe opportunity of conferring an honorary degree upon Loke Yew, and inSumatra upon Cheung Iu-hing, an early benefactor of the Faculty of Arts."
5,2,12,"The Government of Siam had begun sending scholars in an experimentwhich led in 1918 to the despatch there ofRichard Ponsonby-Fane, the Governor'sSecretary and a friend of the University who helped in the pre-Matriculationclasses, to discuss the detail of more permanent plans, with the result that fiveSiamese scholarships a year were founded from 1919."
5,2,13,"The Provincial Government of Kwangsi announced in March 1917 theaward of ten scholarships from February the next year. Lieutenant Millingtonwas retained to prepare the scholars for the July Matriculation Examination, buthe seems not to have been able to perform this task as they had not arrived whenthe July Examination started. The Provincial Government cabled to say it wassending 50 selected candidates to sit for it, nonetheless, and a special examinationhad therefore to be organized for them in September, at which in the event onlyseven candidates presented themselves, none able to pass. Provincial Govern-ments were not the easiest to deal with. Even the next year a summer class hadto be held after the examination had finished and a special entrance examinationset in October for eighteen of the provincial candidates."
5,2,14,"As an encouragement to the Anglo-Chinese schools the University itselfestablished four free scholarships for indigent pupils, two in the Sacred HeartCollege at Canton, and two in the Wesleyan College at Fatshan; and followedthese with similar scholarships in the Tientsin Anglo-Chinese College, and onescholarship each awarded in Wesley College at Wuchang and Griffith JohnCollege at Hankow. The Shanghai Municipal Council invited the University tomake regular inspections ofits schools from 1917, a chore the Registrar undertookfrom time to time, alternating with an education lecturer. The MatriculationExamination was becoming a major element in the educational life of Shanghai.Henry Lester of that city offered a Hong Kong scholarship of $650 a yearrestricted to pupils ofMedhurst College entering the examination at the Shanghaicentre; and the next year Edward Ezra bequeathed two, similarly tenable bypupils of schools in which the Shanghai Municipal Council had an interest."
5,2,15,"Before Eliot left in 1918, the Yunnan Provincial Government had joined inan educational alliance with the Hong I(ong Government, the Hong KongChamber of Commerce, the British American Tobacco Company, and Messrs.Shewan Tomes to award nine scholarships annually on open competition worth$ 1,000 a year each for pupils of schools in Yunnan; and the following year theYunnan Government added two on its own account on condition that theUniversity would arrange pre-Matriculation tuition. The year after, Hupeh sentscholars. Subsequently several ofthe Chinese Government agencies reviewed andconfirmed these scholarship arrangements, but to what extent the records thatare extant offer no precise detail. In 1922 an anonymous donor in Shanghaifounded two Peace Memorial Scholarships for British boys living in China, foraward on the results of the Matriculation Examination. The degree examinationlists for May 192 I reveal that out of a total of 194 sitting, 71 were from overseas: n China there were 16from Canton, 6from Yunnan, 7 from Chihli, 8 fromHupeh, 1 from Wuchang, and the number of Peking and President's scholarscombined were 22; from Siam there were 3 and from the Straits Settlements 8."
5,2,16,"In 1918 Eliot was once more in Peking, this time discussing the possibilityof training teachers for Chinese Government schools, and securing an immediateresponse with a promise of twenty scholarships tied to education, to be awardedthroughout China."
5,3,1,"To take the place of the Junior Oxford examination in the Hong Kongschools as preparation for the new Matriculation examination the Universityintroduced in 1915 two new schools examinations, a Senior and a Junior LocalExamination, each held twice annually in a wide variety of subjects, and theGovernment of Hong Kong made it obligatory for all Government and aidedsecondary schools to enter pupils in their top forms to the three of them, arequirement which remained in force until the examination reorganization of1934 {The University still has the records of individual performances of school-children at all ofthese examinations, and they would repay the sort of detailed investigation I wish I had time tomake. They show in precise detail the growth of the effect they had, not only locally, butthrough the Far East generally. They are still referred to, even the earliest of 1913, but chieflyas providing proof of residence in Hong Kong when it is untraceable by other means.} In level they were one and two years respectively below that of theMatriculation Examination. These examinations sapped much of the energy ofthe staff of the University, despite the aid of teachers from the schools. Theteaching staff was 33 in number, more than half accounted for by the Faculty ofMedicine; and their small number subjected them to tasks often on mostunfamiliar ground. Professor Kenelm Digby, the first professor of anatomy andlater of surgery, we find examining in domestic science, and most relieved whenthe second professor of physiology, H. G. Earle, agreed to share the examiningwith hinl on an alternating arrangement from 1917. Carving and the use ofcutlery could be said, of course, to be familiar ground to the anatomist and thesurgeon. Eliot himself examined in Mandarin."
5,3,2,"As the University's activities in China and elsewhere grew, there arose ademand for more than the Matriculation Examination; the out centres startedaccepting candidates for the Senior and Junior Local Examinations. Thisinevitably led to the opening of centres at which only the Junior Examinationwas set, with the object of aiding the English-medium schools in the vicinity toprogress through the Senior to the Matriculation Examination itself. We mustremember that there were still few schools in China capable of bringing theirpupils up to the standards required for entry to Western universities, not onlylinguistically, but in mathematics and the sciences."
5,3,3,"These examinations were important tools, perhaps the most important, forthe University's tasks; and as the centres spread they formed a sort of spinal column that stretched from North China to Java, creating a most potent forcein the establishing of uniform standards in the English-medium schools for theChinese mostly, but also for Indians, Portuguese, Eurasian, and English pupilsall through China, Malaya, the Straits Settlements, and Java and Sumatra, aswell as Hong Kong itself. From 1919 the members of the Matriculation Boardmet twice a year with the principals of secondary schools in Hong Kong, and thesort of consultation which was developed in these meetings was applied inShanghai, where the Registrar called two meetings in March 1922, one attendedby the principals of the eight Shanghai Municipal Council schools enteringcandidates for the examinations, and the other by three principals of non-Municipal schools. By 1927 the University was examining over 1,000 schoolchildren between the ages of fourteen and sixteen at levels straddling the threesenior years of schooling, at various times in some fifty schools in Amoy, Canton,Hankow, Hanyang, Hong Kong, Fatshan, Foochow, Ningpo, Shanghai, Tientsin,and Wuchang; in Ipoh, Kuala Lumpur, Malacca, Penang, and Singapore; andin Batavia, Samarang, and Soekaradja-in schools which relied upon theUniversity for their syllabuses and standards, and in whose educational develop-ment, therefore, the University played a far from inconsiderable part {One of the attractions for me, when I first joined the University in 1946 after havingorganized, as a member of the temporary civil affairs administration, its first postwar entranceexamination, was the prospect of travelling in China and South Asia reopening Matriculationcentres-an expectation soon enough rudely shattered.examiningsystem in Hong Kong during this period, before returning to Sir Charles Eliotand his successors.}. For them,the examinations were invaluable as a set of standard and independent tests ofattainment. This sort of annual public examining exercise may no longer findmuch favour among the free-wheeling educationists in modern developedcountries, but in the decades which followed revolution in China, and in whichlarge areas ofAsia were seeking to achieve stable educational systems, it providedthe 'governor' which kept at least the English-medium part of the educationalmachinery turning steadily. It laid the solid foundations upon which wholesystems of English-medium universities were later erected. It was in my opinionthe largest single contribution the University made to the region as a wholeduring the period before the Sino-Japanese War of 1937-44. I may therefore beforgiven if I complete the picture of the development of the school "
5,3,4,"Eliot, as we have seen, took a particular interest in the spread of theUniversity's influence through its school examinations and the provincial scholar-ship system; the third Vice-Chancellor, William Hornell, was equally interested,and travelled from time to time himself on Matriculation business. InJune 1927he was at Samarang investigating an irregularity which had threatened theexanlination's security. In passing, it is of interest to see in his report that he remembered the University's having been asked in 1924 to nominate a head-master for the Chinese High School there, and that he had heard the graduatenominated was doing well. One wonders how young this headmaster was, as hecan scarcely have been more than about 27 and may have been even a fewyears younger."
5,3,5,"This same year the University, with a readiness that seems strange in thelight of the burdens it was already carrying, agreed at the Hong Kong Govern-ment's request to conduct an entirely different kind of school examination. Thiswas to be for the Government Vernacular Middle School opened in 1926, to bein the medium of Chinese, and to start at the end of1927; and on its results somestudents were admitted to the classes in the University in English and Chinese,but only as external students and not permitted to proceed to the internalexaminations. The University continued to conduct this examination at least-the records are not clear-until 1932 and probably much later, but always 'onthe distinct understanding that it is purely a school leaving examination'."
5,3,6,"By 1929 the number sitting the three English-medium examinations hadgrown to 1,500, from all areas. 'The conduct and management of these examina-tions, which are held at various centres, not only in China, but also in Malayaand in Java, imposes a considerable strain on the University office staff',complained Hornell, 'and on those professors and lecturers who set and examinethe papers.' A complaint of this nature must have gone against the grain forHornell, as the previous year the examinations had shown an income of $26,000,of which $10,000 was profit. But the total full-time teaching strength was stillunder 40, including those in the medical faculty, whose patient-care commit-ments, the necessary adjunct to clinical teaching in hospital wards, were increasingyear by year. And there were problems connected with the provincial scholarships.In the Christmas vacation that year Hornell travelled to Nanking in companywith Professor C. Y. Wang-the University's first Chinese professor who died atthe tragically early age of 4 1 only a few months later-in an attempt to persuadethe central governnlent to restore diminishing provincial scholarships. It is likelythat they met with only limited success. Certainly, in order to maintain itsconnection with Yunnan, the University itself founded a Yunnan scholarship in1934, which it had to suspend in 1941."
5,3,7,"The Hong Kong Government agreed to a reorganization of the schoolexamining system in 1934. Previously, it had been obligatory for all secondaryschools in which the Government had a direct interest to enter their pupils forthe examinations conducted by the University. The University was requested toconduct a new school-leaving examination separately from the MatriculationExamination, at the same level but more appropriate to the end of a schoolcareer than to the beginning of undergraduate studies. The University consented,but at the same time decided to discontinue its own Matriculation Examinationand base its admission on the results of the new examination. The opportunity was also taken to alter the academic year, which had since 192 I been runningfrom January to December, so that it might conform with the school year andstart in September."
5,3,8,"In 1937 there was a further change in Government policy. For the first timeit entered the examining field at the secondary level itself, and organized a schoolcertificate examination to mark the end of normal schooling at the level of thefifth form. This gave the University the chance to give up entirely the respon-sibilities for school-leaving standards that it had borne for a quarter of acentury, and in 1938 it revived the Matriculation Examination and confined itsactivities in the schools to that alone. The burden of examining was dramaticallylightened for the staff; in the period between 1938 and 1940 the number ofcandidates being examined in the Matriculation Examination levelled out atabout 400. These changes of policy removed much of the University's influence,of course, in the development of Anglo-Chinese education in China and SouthAsia, though it continued to open centres for the Matriculation Examinationwherever they were required. In 1941 the Matriculation Board expressed thewish to open a centre at Chungking in 1942, if the Chinese Government raisedno objection and suitable arrangements could be made-which of course theycould not"
5,3,9,"In the thirty years to 1941, the University had examined some 25,0001school pupils, probably about a third of them outside Hong Kong. Examinationquestion papers and the detailed results of each candidate have all survived."
5,3,10,"The first groups of the scholars selected from among these examinees werehoused, temporarily, on the top floor of the east wing of the Main Building until1913, when the first University hostel up the hill, named Lugard Hall, was readyfor occupation. A quarter close by them was arranged for the first of the Wardens,Dr Francis Clark. He was to occupy his quarters free of rent, and a suggestionhad been made in the Council that he might have been quite convenientlyhoused in a matshed for the time being. A medical student writing in TheCaduceus in 1922 offers a view of Francis Clark in 1914, when he was just fifty:'The old members of the University can still remember with what ease a haleand hearty old gentleman used to negotiate the steep paths leading to the hostels'.Provisional recognition was granted as early as June 1912 for students to live ina hostel being put up by the Anglican Church Mission Society on Bonham Roaddirectly opposite the Main Building, and thirty of them were thus the first tomove into rooms designed for the purpose in StJohn's Hall. The recognition wasconfirmed a few months later when an extension to the Hall was ready. TheLondon Missionary Society, which had had such close connections with the College of Medicine through the permanent staffof the Alice Memorial Hospital,erected a hostel on the opposite side of and above the University estate andopened it in September 1913. When this Morrison Hall first opened its doors tostudents a letter written by Warden H. R. Wells that September reveals that onlyone student entered; by the New Year, however, he had been joined by twenty-one others, three of them Christians. Six months later the University's connectionwith the London Missionary Society was strengthened still further when theSupreme Court gave its consent to the removal from the City Hall, to become apermanent feature of the University's library, of the entire contents of the libraryof Dr Robert Morrison, an early Society missionary and first translator of theBible into Chinese. The Society'S hostel was itselfgiven Morrison's name in 1916.In 19 I4 Eliot Hall, the University's second hostel, was completed and its third,May Hall, in 1915. In all there were then something under 300 residential places,and no further accommodation for men was built until the Society of Jesusaccepted students into Ricci Hall in 1930. The first hall for women students,St Stephen's Hall, an Anglican hostel, was opened in 1923{ See Irene Cheng, nee Ho Tung, 'Women students and graduates' in The First 50 Years,1962, pp. 148- 158.}"
5,3,11,"The Anglican secondary school for boys on Bonham Road, St Stephen'sCollege, continued to be intimately concerned with the University's developmentfrom the day on which Lugard first advocated the idea of his university at its prizeday in early 1908. William Hewitt, the first Warden of St John's Hall, andArchdeacon Barnett, the Warden of 8t Stephen's, were leading figures in theAnglican mission. They both wanted to see an arts faculty established swiftly2.Hewitt had been told that the Council would not be able to start an arts curriculumbefore October 1913, and there were several pupils at St Stephen's who would beentering the University in 1912 but only if there were arts courses. His andArchdeacon Barnett's enquiries had indicated that an entry of twenty could beexpected if a faculty were established. After talking it over with Eliot thatAugust, Hewitt prepared a paper setting out what he called provisional arrange-ments, in which St John's Hall could undertake for an additional fee to offerfirst-year lectures in English, history, and Chinese, and the students would attendthe University's first-year lectures planned to start in mathematics, economics,and political science with the intention that they would be examined and readyto progress into the second year of a new arts faculty by October 1913. Hethought it would be possible, in the event of any financial difficulty, to obtainguarantees for $10,000 a year for five years against the cost; and expressed himself'sanguine that the amount received in fees would be so considerable that theguarantors would not be called upon to take up their obligation'."
5,3,12,"Hewitt was invited to attend a meeting the same month for discussion, andwith Eliot was asked to find the guarantee as proposed, but for five years from1913, 'to ensure the establishment of an arts faculty without loss to the U niver-sity'. If this was forthcoming no guarantee would be required for the provisionalyear of 1912-13. It was the Registrar's view that 50 to 60 students would beneeded by the second year, and that outlets for graduates would be the ChineseCivil Service, including teaching in the provincial schools, and that if there weregreater specialization in commercial economics, some would enter the commercialworld. It was not until January 1936, however, that the Executive Yuan formallydeclared the University's graduates eligible to appear at the higher civil serviceexaminations. A new arts faculty was also to include the courses in physics andchemistry required by the other faculties, and there was some initial discussionof the prospect of including international and constitutional law. From this rangeof subjects suitable groupings could be made for a four-year arts degree curricu-lum. The guarantors comprised Hewitt and Barnett and ten Chinese benefactors,at least six of whom had been closely associated with Lugard in the process ofestablishing the University-Sir Kai Ho Kai, Ts'o Seen-wan, Wei Yuk, Au ChakMan, Chau Siu-ki, and Kwok Siu-lau-and they asked that not only law studies,but ethics and moral philosophy should be included as soon as possible, to meetone of Lugard's stated objects, which was the direct teaching of a code of morals.Eliot had interviewed the men proposed as lecturers but was not wholly satisfiedthat history would be suitably covered-and this accounts for his own participa-tion in the history course, for which he lectured in Chinese history from thefollowing year."
5,3,13,"On the 6th September 1912 the Council accepted the guarantee andproposals. The addition of arts courses had been accomplished within one monthof Eliot's preliminary talk with Hewitt, and after details had been worked outarts students were admitted as a late entry in the University's first year. Theformal institution of a new faculty had to await the opening of the second yearand came into effect in October 1913 as planned, but on somewhat securergrounds than had at first been expected. For in May of the previous year CheungPat-sze, who had raised $90,000 in 19°9-10 from the residents of Weichow forthe endowment fund and was a foundation life member of the Court, joined withhis kinsman Cheung Iu-hing, the Chinese consul in Sumatra where they hadlarge business interests, promising together the sum of $60,000 to be paid inmonthly instalments of $1,000 over a period of five years, to provide for a starton courses in economics, commerce, finance, economic history, and law in a newFaculty of Arts. Thus were its birth and an infant health ensured."
5,4,1,"In addition to the spread of public examining through the region, thegarnering of scholarships, and the formation of a Faculty of Arts, Eliot's termwas marked by all those preliminaries which can be attributed to hard work and pressure, the assembling of a young and keen staff, and a mounting local interestin the rather grand institution Hong Kong had given itself. The General MedicalCouncil of Great Britain had extended its recognition to the medical degree atthe outset, in itself a propitious start."
5,4,2,"Under Eliot's gentle persuasions, the three Ho brothers, Robert Ho Tung,Ho Fook, and Ho Kom-tong became prominent benefactors in order of theirseniority, which also, in the manner of the Chinese, determined the sizes of theirdonations: Ho Tung donating $I 00,000 in 19 I 5, half of it for the general endow-ment and half to be applied to a chair of clinical surgery at the GovernmentCivil Hospital; Ho Fook extending the anatomy building which had beencompleted in 1913, with a donation of $50,000 given in 1916 to accommodatephysiology, and also settling the bill for a fine Mace in silver gilt and encrustedwith jade; and Ho Kom-tong joining with the family friend Chan Kai-ming indonating $50,000 each in 1917 for a combined building in which tropicalmedicine and pathology might be taught."
5,4,3,"Master's degrees on the results of examination of theses in arts and engineer-ing were instituted in 1916, the year in which the University conferred its firstbachelor's degrees at a congregation. For the further needs of the undergraduatesEliot launched appeals the same year for building funds, setting targets whichLugard's fund-raising committee speedily met, its widespread tentacles still atthe University's disposal when required. One was for the erection and furnishingof a sports pavilion on ground assigned by the Government the year before, forwhich Ho Kwong1, Ho Fook's eldest son, led the public subscription list, to theeffect that the Pavilion was opened that year. A building was needed for theStudents' Union, which was for the time being accommodated with most of theother amenities in the Main Building, and the target of $50,000 was met withthe help of Sir Paul Chater, Professor G. P. Jordan, and others; the new Unionbuilding itself was opened in 1919 after Eliot had left and while Jordan was actingas Vice-Chancellor."
5,4,4,"In 1918 Eliot was offered appointment for one year as High Commissionerin Siberia and prevailed upon the University to release him to undertake theassignment on secondment. The following March he asked for the services ofProfessor W. J. Hinton, then Professor of Political Economy and previously hisRegistrar, to be Commercial Counsellor in Siberia and secured Hinton's second-ment for some months. On being offered appointment as Ambassador to theCourt ofJapan Eliot resigned from the office of Vice-Chancellor on the 26thSeptember 1919, while still away"
6,0,0,Postwar Confrontations
6,1,1,"AFTER ELIOT'S RESIGNATION, his successor was not appointed for overa year. Professor G. P. Jordan was Pro-Vice-Chancellor and up tothat point in time had been running a successful medical practicein town, though the affairs of the University were making increas-ing demands upon his time. He agreed, reluctantly enough and probably undersome pressure applied by his uncle the Treasurer, to turn his attention fully tothe University and act as Vice-Chancellor during the period of Eliot's absencein Siberia and thereafter until Sir William Brunyate arrived to assume the office.The University's earliest graduate, Dr G. H. Thomas, had received his firstprofessional fees from Jordan for assisting with a patient, and recalling the yearswhen he was a schoolboy at the turn of the century remembered him"
6,2,1,"in the prime oflife and at the height ofhis fame as the leading medical practitionerof the colony. He was particularly popular with the Chinese community, whoalmost worshipped him. His name was mentioned with awe, respect, and affec-tion. No one who was really ill could afford not to consult him at least once. Hispersonality was no less remarkable than his reputation. He was stout and of shortstature, but he possessed a magnificent head and a confidence-inspiring counten-ance, enhanced by his striking moustache and his deep resonant but soothingvoicel {Bulletin of the Jordan Memorial Library r.i, 15th September 1941.}."
6,3,1,"His moustache was waxed, of the variety known as 'handle-bar', and all of seven inches from point to point."
